iter	Logloss
173	0.6864388943
174	0.6863982201
175	0.6863674641
176	0.6863271236
177	0.6862909317
178	0.6862533569
179	0.6862135887
180	0.6861764908
181	0.6861437321
182	0.6861037254
183	0.686068821
184	0.6860313416
185	0.6859934807
186	0.6859570026
187	0.6859243393
188	0.6858820915
189	0.685843277
190	0.6858048916
191	0.6857634068
192	0.6857259274
193	0.6856874943
194	0.6856461525
195	0.685613203
196	0.6855743408
197	0.6855338097
198	0.6854946613
199	0.6854598045
200	0.6854204178
201	0.685386467
202	0.6853473663
203	0.6853055
204	0.6852681637
205	0.6852292061
206	0.6851873875
207	0.6851551533
208	0.6851135254
209	0.6850759983
210	0.6850394726
211	0.6849998474
212	0.6849637032
213	0.6849270821
214	0.6848905563
215	0.6848559856
216	0.6848216057
217	0.6847835541
218	0.6847478867
219	0.6847115993
220	0.6846728802
221	0.6846334934
222	0.6846001625
223	0.6845639229
224	0.6845302582
225	0.6844947815
226	0.6844553947
227	0.684419632
228	0.6843808174
229	0.6843465805
230	0.6843136787
231	0.6842728615
232	0.6842345238
233	0.6841972351
234	0.6841571331
235	0.6841211319
236	0.6840859413
237	0.6840480804
238	0.6840124607
239	0.6839727402
240	0.6839391708
241	0.6839053154
242	0.683868885
243	0.6838301182
244	0.6837953091
245	0.6837616444
246	0.6837263107
247	0.6836923599
248	0.6836603165
249	0.6836153507
250	0.6835785866
251	0.6835435867
252	0.6835104942
253	0.6834741116
254	0.6834358692
255	0.6834026337
256	0.6833659649
257	0.6833259583
258	0.6832860947
259	0.6832476139
260	0.6832145691
261	0.683176899
262	0.6831390381
263	0.6831064701
264	0.6830693722
265	0.6830342293
266	0.6829949379
267	0.6829606056
268	0.6829257011
269	0.682886219
270	0.6828486443
271	0.6828136444
272	0.6827748299
273	0.6827379227
274	0.6827003479
275	0.6826633453
276	0.6826243877
277	0.6825872898
278	0.6825470924
279	0.6825122833
280	0.6824746609
281	0.6824382305
282	0.6824009895
283	0.682362175
284	0.6823245525
285	0.682283783
286	0.6822467804
287	0.6822086334
288	0.6821743488
289	0.6821358681
290	0.6820982933
291	0.6820599556
292	0.682028532
293	0.6819897652
294	0.6819517136
295	0.6819205284
296	0.6818796158
297	0.6818495274
298	0.6818119049
299	0.6817782402
300	0.6817424774
301	0.681709671
302	0.6816691399
303	0.681635046
304	0.6815989971
305	0.681564045
306	0.6815301418
307	0.6814969063
308	0.6814577103
309	0.6814199448
310	0.681386137
311	0.6813487053
312	0.6813111305
313	0.68127985
314	0.6812400818
315	0.6812047005
316	0.6811697006
317	0.6811330795
318	0.6810986996
319	0.6810619831
320	0.681028986
321	0.6809896946
322	0.6809533596
323	0.6809141159
324	0.6808764935
325	0.6808416367
326	0.68080616
327	0.680771637
328	0.6807356834
329	0.6806973934
330	0.6806611061
331	0.6806259155
332	0.6805891037
333	0.6805498123
334	0.6805144787
335	0.6804782867
336	0.6804419518
337	0.6804077148
338	0.6803704262
339	0.6803333282
340	0.680295372
341	0.6802619934
342	0.6802249908
343	0.6801907063
344	0.6801571846
345	0.6801232815
346	0.6800900459
347	0.680052042
348	0.68001647
349	0.6799787521
350	0.6799405575
351	0.6799092293
352	0.6798695087
353	0.6798316956
354	0.6797990799
355	0.67976408
356	0.6797269344
357	0.6796902657
358	0.6796537399
359	0.6796158791
360	0.6795768261
361	0.6795390606
362	0.6795044899
363	0.6794633389
364	0.6794337273
365	0.6794001579
366	0.6793651581
367	0.6793264389
368	0.6792872906
369	0.6792513847
370	0.6792141914
371	0.6791834831
372	0.6791457653
373	0.6791101456
374	0.6790772915
375	0.6790369034
376	0.6790063858
377	0.6789679527
378	0.6789288998
379	0.6788962841
380	0.6788624763
381	0.6788267612
382	0.6787914753
383	0.6787572861
384	0.6787220955
385	0.6786830902
386	0.6786478043
387	0.678613615
388	0.6785829067
389	0.6785457134
390	0.6785149574
391	0.6784812927
392	0.6784473419
393	0.6784070969
394	0.6783761501
395	0.6783432007
396	0.6783043385
397	0.6782682419
398	0.6782319069
399	0.6781930923
400	0.6781563759
401	0.6781190872
402	0.6780833244
403	0.6780471325
404	0.6780122757
405	0.6779770851
406	0.6779396057
407	0.6779021263
408	0.6778643608
409	0.6778296471
410	0.6777927399
411	0.6777568817
412	0.6777201653
413	0.6776825428
414	0.6776452065
415	0.6776061058
416	0.6775724411
417	0.6775395393
418	0.6775066376
419	0.6774692535
420	0.6774366379
421	0.6773981094
422	0.677362442
423	0.6773272514
424	0.6772912025
425	0.6772540569
426	0.6772223473
427	0.6771876335
428	0.6771538734
429	0.6771184444
430	0.6770837784
431	0.6770443439
432	0.67701087
433	0.6769742012
434	0.6769398212
435	0.676904726
436	0.676871109
437	0.6768393517
438	0.6768070698
439	0.6767689705
440	0.6767354488
441	0.6767001629
442	0.6766627789
443	0.6766260147
444	0.676588726
445	0.6765544415
446	0.6765172005
447	0.6764788628
448	0.6764426231
449	0.6764073372
450	0.6763683319
451	0.6763374329
452	0.6763000011
453	0.6762649059
454	0.6762318134
455	0.6761924267
456	0.6761555672
457	0.6761187553
458	0.6760830879
459	0.676051712
460	0.6760211945
461	0.6759829521
462	0.6759471893
463	0.6759109497
464	0.6758751869
465	0.6758371353
466	0.6758014679
467	0.6757702827
468	0.6757354259
469	0.6756991386
470	0.6756682873
471	0.6756299496
472	0.6755939007
473	0.6755604744
474	0.6755232811
475	0.6754872799
476	0.6754538536
477	0.6754156113
478	0.6753837585
479	0.6753470421
480	0.6753090858
481	0.6752754211
482	0.6752400875
483	0.6752046585
484	0.6751694202
485	0.6751365662
486	0.6750997543
487	0.6750638485
488	0.6750320435
489	0.6750013351
490	0.6749655724
491	0.6749318123
492	0.674894619
493	0.6748551369
494	0.6748198509
495	0.6747861862
496	0.6747493267
497	0.6747148514
498	0.674677515
499	0.6746438503
500	0.6746050835
501	0.6745712757
502	0.674532795
503	0.6745007992
504	0.6744688511
505	0.6744314671
506	0.6743968964
507	0.6743580341
508	0.6743229866
509	0.6742861271
510	0.6742493629
511	0.6742182732
512	0.674181366
513	0.6741469383
514	0.6741138458
515	0.6740766525
516	0.6740454674
517	0.6740077496
518	0.6739699364
519	0.673935461
520	0.6738995552
521	0.6738692284
522	0.6738373756
523	0.6738002777
524	0.6737641335
525	0.6737310886
526	0.6736943722
527	0.6736627102
528	0.6736274719
529	0.6735912323
530	0.6735549927
531	0.673522377
532	0.6734880924
533	0.6734545708
534	0.6734194756
535	0.6733841896
536	0.6733484268
537	0.6733159065
538	0.6732787132
539	0.6732423782
540	0.6732083321
541	0.6731778145
542	0.6731407642
543	0.6731081009
544	0.6730755329
545	0.6730391502
546	0.6730027199
547	0.6729682446
548	0.6729287148
549	0.672893095
550	0.6728619099
551	0.6728271961
552	0.6727911949
553	0.6727568626
554	0.6727250099
555	0.6726925373
556	0.6726539612
557	0.6726218224
558	0.6725848198
559	0.6725502968
560	0.6725152016
561	0.6724786758
562	0.6724439621
563	0.6724079132
564	0.672372818
565	0.672339344
566	0.6723041058
567	0.672272253
568	0.6722364426
569	0.6722058296
570	0.6721734047
571	0.672143364
572	0.6721031189
573	0.6720720768
574	0.6720364094
575	0.672000885
576	0.6719665527
577	0.6719299316
578	0.6718986034
579	0.6718671322
580	0.6718322277
581	0.6717939854
582	0.671758604
583	0.6717278957
584	0.6716890335
585	0.6716536045
586	0.6716160774
587	0.6715839863
588	0.6715532303
589	0.6715161324
590	0.671486187
591	0.6714487076
592	0.6714120388
593	0.6713792801
594	0.671340847
595	0.6713102341
596	0.6712779999
597	0.6712423325
598	0.6712091923
599	0.6711722374
600	0.6711425781
601	0.6711019516
602	0.6710709572
603	0.6710399628
604	0.6710017681
605	0.6709717751
606	0.6709371567
607	0.6709033966
608	0.6708655834
609	0.6708334923
610	0.6707989693
611	0.6707636833
612	0.6707275391
613	0.6706932068
614	0.6706569195
615	0.6706259727
616	0.6705925941
617	0.6705607891
618	0.6705244064
619	0.6704898834
620	0.6704537392
621	0.6704248428
622	0.6703911781
623	0.67035532
624	0.6703206062
625	0.6702853203
626	0.6702460766
627	0.6702174664
628	0.6701787949
629	0.670144558
630	0.6701087952
631	0.6700750351
632	0.6700350761
633	0.6699997902
634	0.6699652672
635	0.6699326515
636	0.6699036598
637	0.6698668003
638	0.6698344707
639	0.6697957516
640	0.6697615623
641	0.6697285175
642	0.6696922302
643	0.6696591377
644	0.6696298122
645	0.6695972443
646	0.6695652008
647	0.6695274353
648	0.6694940567
649	0.6694583893
650	0.6694270134
651	0.6693943024
652	0.6693616867
653	0.6693314552
654	0.6692945957
655	0.6692593575
656	0.6692256927
657	0.6691948891
658	0.6691610813
659	0.6691234589
660	0.6690929413
661	0.6690608025
662	0.6690279007
663	0.6689939022
664	0.6689651489
665	0.6689260483
666	0.6688926697
667	0.6688609123
668	0.6688279152
669	0.6687953949
670	0.6687569141
671	0.6687241554
672	0.6686947823
673	0.6686593056
674	0.6686299801
675	0.6685943604
676	0.6685561657
677	0.6685275078
678	0.6684949875
679	0.6684642315
680	0.6684321404
681	0.6683974266
682	0.6683621407
683	0.668333149
684	0.6682946205
685	0.6682629108
686	0.6682328224
687	0.6681969643
688	0.6681628227
689	0.6681284904
690	0.6680979252
691	0.6680644035
692	0.6680301666
693	0.6679938316
694	0.6679613113
695	0.6679272652
696	0.6678976059
697	0.6678624153
698	0.6678297997
699	0.6677970409
700	0.667767477
701	0.6677329063
702	0.6676967621
703	0.6676609039
704	0.6676264763
705	0.667592144
706	0.667560339
707	0.6675264835
708	0.6674980164
709	0.6674630165
710	0.667428112
711	0.667399168
712	0.6673667431
713	0.6673317909
714	0.6672948837
715	0.6672609806
716	0.6672254562
717	0.6671913147
718	0.6671580315
719	0.6671255112
720	0.6670895576
721	0.6670532227
722	0.6670251846
723	0.6669883251
724	0.6669558525
725	0.666921711
726	0.6668874741
727	0.6668557644
728	0.6668226719
729	0.6667886257
730	0.6667537212
731	0.6667230129
732	0.6666891098
733	0.6666567802
734	0.6666196823
735	0.6665874481
736	0.6665513039
737	0.6665223122
738	0.6664904594
739	0.6664552689
740	0.6664232254
741	0.6663866997
742	0.6663515568
743	0.6663198471
744	0.6662870407
745	0.6662558556
746	0.6662232876
747	0.6661865234
748	0.666156435
749	0.6661213875
750	0.6660883427
751	0.6660577774
752	0.6660246849
753	0.6659920692
754	0.665957737
755	0.6659216881
756	0.6658925056
757	0.6658572197
758	0.6658286095
759	0.6657909393
760	0.6657628536
761	0.6657279968
762	0.6656993866
763	0.6656637669
764	0.6656261444
765	0.6655986786
766	0.6655632019
767	0.6655341148
768	0.6655018806
769	0.665469265
770	0.6654364109
771	0.6654019833
772	0.6653670311
773	0.6653335571
774	0.6652999878
775	0.6652663708
776	0.6652351379
777	0.6652058601
778	0.6651709557
779	0.6651372433
780	0.6651029587
781	0.6650701046
782	0.6650336742
783	0.6650000572
784	0.664966011
785	0.6649363518
786	0.6649033546
787	0.6648727417
788	0.6648369312
789	0.6648029804
790	0.6647683144
791	0.6647375107
792	0.6647084236
793	0.6646712303
794	0.6646387577
795	0.6646054268
796	0.6645703793
797	0.6645364761
798	0.6644994736
799	0.6644650459
800	0.6644332886
801	0.6644055367
802	0.6643720627
803	0.6643363953
804	0.6643060207
805	0.6642727852
806	0.6642405033
807	0.6642055988
808	0.6641719818
809	0.6641345978
810	0.6641004562
811	0.6640706539
812	0.6640415668
813	0.6640072346
814	0.6639739037
815	0.6639435768
816	0.6639092445
817	0.6638751984
818	0.6638388634
819	0.6638090611
820	0.6637754917
821	0.6637403488
822	0.6637103558
823	0.6636759758
824	0.6636431694
825	0.6636138916
826	0.6635795116
827	0.6635465145
828	0.6635126114
829	0.6634823799
830	0.6634510994
831	0.6634188652
832	0.6633854866
833	0.6633540154
834	0.6633237839
835	0.6632920742
836	0.6632577419
837	0.6632255554
838	0.6631925106
839	0.6631540775
840	0.6631219387
841	0.6630929947
842	0.6630590439
843	0.6630290985
844	0.6629954338
845	0.6629627705
846	0.6629310608
847	0.6628960609
848	0.6628595829
849	0.6628255844
850	0.6627900124
851	0.6627635002
852	0.6627329826
853	0.6626980782
854	0.6626654625
855	0.662633419
856	0.6625974655
857	0.6625640869
858	0.6625356197
859	0.6625014305
860	0.6624670506
861	0.662434721
862	0.6624001503
863	0.6623668671
864	0.662336874
865	0.6623063087
866	0.6622746468
867	0.6622449875
868	0.6622141838
869	0.6621823311
870	0.6621518135
871	0.6621166229
872	0.6620837212
873	0.6620472908
874	0.6620174408
875	0.6619873524
876	0.6619571686
877	0.6619225979
878	0.6618924141
879	0.6618608475
880	0.6618274212
881	0.6617938042
882	0.6617603302
883	0.661727953
884	0.6616921902
885	0.6616623402
886	0.661629343
887	0.6615952492
888	0.6615618706
889	0.6615307331
890	0.6614993095
891	0.6614703178
892	0.6614403725
893	0.6614055634
894	0.6613735199
895	0.6613395691
896	0.6613033295
897	0.6612716675
898	0.6612371445
899	0.6612094402
900	0.6611756325
901	0.6611397743
902	0.6611063004
903	0.6610731125
904	0.6610431194
905	0.6610080242
906	0.6609743595
907	0.6609443188
908	0.660910368
909	0.6608775616
910	0.6608411789
911	0.6608099937
912	0.6607807636
913	0.6607507706
914	0.6607164383
915	0.6606864452
916	0.6606517792
917	0.6606213093
918	0.6605926514
919	0.6605631828
920	0.6605287552
921	0.6604940414
922	0.6604629993
923	0.6604330063
924	0.6603986263
925	0.660365963
926	0.6603359222
927	0.6603040218
928	0.6602704525
929	0.6602361679
930	0.6602025986
931	0.6601707458
932	0.6601399899
933	0.6601109505
934	0.6600769043
935	0.6600488663
936	0.6600161552
937	0.6599891663
938	0.6599534512
939	0.6599226475
940	0.6598876953
941	0.6598552704
942	0.6598221302
943	0.6597901344
944	0.659757185
945	0.6597231388
946	0.6596892357
947	0.659659481
948	0.6596258163
949	0.6595956326
950	0.6595664978
951	0.6595355034
952	0.6595069885
953	0.6594724178
954	0.6594455719
955	0.6594128609
956	0.6593776703
957	0.6593479633
958	0.6593143463
959	0.6592813492
960	0.6592478275
961	0.6592172623
962	0.6591845512
963	0.6591514587
964	0.6591227055
965	0.6590908051
966	0.659058857
967	0.659024477
968	0.658997345
969	0.6589630127
970	0.6589312553
971	0.6588988781
972	0.6588654518
973	0.6588328362
974	0.6587984085
975	0.6587711334
976	0.6587442398
977	0.6587097645
978	0.6586750031
979	0.6586440086
980	0.6586108208
981	0.6585807323
982	0.658548069
983	0.6585165977
984	0.658481884
985	0.6584485531
986	0.6584195137
987	0.6583895206
988	0.658361721
989	0.6583280087
990	0.6582983017
991	0.6582634926
992	0.6582349777
993	0.6582055092
994	0.6581701279
995	0.6581415653
996	0.658114624
997	0.6580812454
998	0.6580463886
999	0.6580202103
1000	0.6579851151
1001	0.6579581261
1002	0.6579290867
1003	0.6578944206
1004	0.657866478
1005	0.6578361511
1006	0.6578055382
1007	0.6577713013
1008	0.6577450752
1009	0.6577135563
1010	0.657679987
1011	0.6576482296
1012	0.6576187134
1013	0.657590723
1014	0.6575554848
1015	0.657525444
1016	0.6574938774
1017	0.6574619293
1018	0.6574292183
1019	0.657400322
1020	0.6573701859
1021	0.657336235
1022	0.6573078632
1023	0.6572749138
1024	0.657243824
1025	0.6572123528
1026	0.6571813583
1027	0.6571450233
1028	0.6571129322
1029	0.6570789337
1030	0.6570506096
1031	0.6570227146
1032	0.6569933891
1033	0.6569633007
1034	0.6569309235
1035	0.6569022179
1036	0.6568737984
1037	0.656840086
1038	0.6568134308
1039	0.6567783833
1040	0.656751585
1041	0.6567223549
1042	0.6566926956
1043	0.6566653728
1044	0.6566350937
1045	0.6566004753
1046	0.6565738678
1047	0.6565410614
1048	0.6565063953
1049	0.6564746857
1050	0.6564455032
1051	0.6564152241
1052	0.6563883305
1053	0.6563570023
1054	0.6563239098
1055	0.6562911034
1056	0.6562605858
1057	0.6562294006
1058	0.6562009335
1059	0.6561724186
1060	0.6561429501
1061	0.6561087132
1062	0.6560764313
1063	0.6560486794
1064	0.6560168266
1065	0.6559847355
1066	0.6559530735
1067	0.6559260368
1068	0.6558927059
1069	0.655862236
1070	0.6558290958
1071	0.6557996273
1072	0.6557656288
1073	0.6557374001
1074	0.655702877
1075	0.6556749344
1076	0.6556437492
1077	0.6556146145
1078	0.6555821896
1079	0.655552578
1080	0.6555178165
1081	0.6554924965
1082	0.6554602623
1083	0.655428791
1084	0.6554018021
1085	0.6553688049
1086	0.6553418159
1087	0.6553088188
1088	0.6552778244
1089	0.6552454948
1090	0.6552163601
1091	0.6551832676
1092	0.6551543236
1093	0.6551225185
1094	0.6550906181
1095	0.6550619125
1096	0.6550300121
1097	0.6550013542
1098	0.6549675465
1099	0.6549352646
1100	0.654904604
1101	0.6548770905
1102	0.6548413754
1103	0.6548114777
1104	0.6547834396
1105	0.6547499657
1106	0.6547224998
1107	0.654693222
1108	0.6546609402
1109	0.6546281338
1110	0.6545986176
1111	0.6545693398
1112	0.6545377254
1113	0.6545080662
1114	0.6544801712
1115	0.6544490814
1116	0.6544183731
1117	0.6543896675
1118	0.6543580532
1119	0.6543293476
1120	0.654293251
1121	0.6542628288
1122	0.6542324066
1123	0.6542012691
1124	0.6541680336
1125	0.6541368961
1126	0.6541110039
1127	0.6540843964
1128	0.654052639
1129	0.6540230274
1130	0.6539908886
1131	0.6539586067
1132	0.6539270401
1133	0.6538981438
1134	0.6538689613
1135	0.6538373947
1136	0.6538070202
1137	0.6537766933
1138	0.6537416935
1139	0.6537106991
1140	0.6536790848
1141	0.6536519051
1142	0.653619957
1143	0.6535939217
1144	0.653562355
1145	0.6535287857
1146	0.653496933
1147	0.6534638405
1148	0.6534356117
1149	0.6534061432
1150	0.6533782005
1151	0.6533460617
1152	0.6533169746
1153	0.6532879829
1154	0.6532565117
1155	0.6532297611
1156	0.6531957626
1157	0.653164196
1158	0.653130722
1159	0.653098774
1160	0.6530689716
1161	0.6530403137
1162	0.6530090332
1163	0.6529787064
1164	0.6529506207
1165	0.6529256821
1166	0.6528901577
1167	0.652862072
1168	0.6528298378
1169	0.6527989388
1170	0.6527663708
1171	0.6527383804
1172	0.6527062416
1173	0.6526753426
1174	0.6526473999
1175	0.6526185036
1176	0.6525845528
1177	0.6525551796
1178	0.6525261402
1179	0.6524906158
1180	0.6524661064
1181	0.6524344444
1182	0.6524069309
1183	0.6523794174
1184	0.6523496151
1185	0.6523200035
1186	0.6522919178
1187	0.6522573471
1188	0.652226162
1189	0.6521999359
1190	0.6521664143
1191	0.6521346569
1192	0.6521044731
1193	0.6520724773
1194	0.6520467281
1195	0.6520162582
1196	0.6519886017
1197	0.6519566059
1198	0.6519293785
1199	0.6518986702
1200	0.6518667221
1201	0.6518367767
1202	0.6518093109
1203	0.6517787933
1204	0.6517544746
1205	0.6517197132
1206	0.6516877174
1207	0.6516591549
1208	0.6516304493
1209	0.6515982151
1210	0.6515681267
1211	0.6515407562
1212	0.6515079498
1213	0.651478672
1214	0.6514478207
1215	0.6514154434
1216	0.6513827324
1217	0.65135355
1218	0.651326561
1219	0.6512981415
1220	0.6512661934
1221	0.6512379646
1222	0.6512062073
1223	0.6511813164
1224	0.6511497974
1225	0.651116991
1226	0.6510912895
1227	0.6510595322
1228	0.6510282993
1229	0.6509981632
1230	0.6509663582
1231	0.6509356022
1232	0.6509083271
1233	0.6508754253
1234	0.65084548
1235	0.650814724
1236	0.6507842541
1237	0.6507521629
1238	0.6507243156
1239	0.6506924152
1240	0.6506617069
1241	0.6506330013
1242	0.650602293
1243	0.6505716324
1244	0.650546217
1245	0.6505172253
1246	0.6504858017
1247	0.650453186
1248	0.6504223824
1249	0.6503967285
1250	0.6503652573
1251	0.6503396988
1252	0.6503123283
1253	0.650283289
1254	0.6502514839
1255	0.6502193928
1256	0.6501920223
1257	0.6501638412
1258	0.6501330376
1259	0.6501015663
1260	0.6500702381
1261	0.6500402927
1262	0.6500120163
1263	0.6499826908
1264	0.6499498367
1265	0.6499178886
1266	0.6498932838
1267	0.6498628616
1268	0.6498313904
1269	0.6498059273
1270	0.6497759342
1271	0.6497466087
1272	0.6497168541
1273	0.6496859074
1274	0.6496530533
1275	0.6496253967
1276	0.6495939255
1277	0.6495640755
1278	0.6495341301
1279	0.6495029449
1280	0.6494756222
1281	0.6494426727
1282	0.6494131565
1283	0.6493866444
1284	0.6493569374
1285	0.6493280888
1286	0.649296093
1287	0.6492642879
1288	0.6492330551
1289	0.6492026329
1290	0.649170351
1291	0.6491431713
1292	0.6491145611
1293	0.6490815163
1294	0.6490494728
1295	0.6490174294
1296	0.6489909649
1297	0.6489598274
1298	0.6489304543
1299	0.6489048958
1300	0.6488762856
1301	0.648845768
1302	0.6488165855
1303	0.6487867355
1304	0.6487553596
1305	0.6487271309
1306	0.6486972809
1307	0.6486658096
1308	0.6486364365
1309	0.6486084938
1310	0.6485773087
1311	0.6485455036
1312	0.6485146523
1313	0.6484861374
1314	0.648454237
1315	0.6484218597
1316	0.6483962536
1317	0.6483634472
1318	0.6483374596
1319	0.6483056068
1320	0.648277092
1321	0.6482514381
1322	0.6482237339
1323	0.6481914997
1324	0.6481629372
1325	0.6481333733
1326	0.6481075287
1327	0.6480792999
1328	0.6480501175
1329	0.6480187416
1330	0.6479866982
1331	0.6479577541
1332	0.6479245663
1333	0.6478970051
1334	0.6478720188
1335	0.6478397369
1336	0.647811985
1337	0.6477813721
1338	0.6477496147
1339	0.6477214336
1340	0.6476880074
1341	0.6476581573
1342	0.6476307869
1343	0.647603035
1344	0.6475715637
1345	0.6475461006
1346	0.647515583
1347	0.6474836826
1348	0.6474531174
1349	0.6474249363
1350	0.6473931313
1351	0.647360611
1352	0.6473315716
1353	0.6473002434
1354	0.6472710609
1355	0.6472385406
1356	0.6472111702
1357	0.647179842
1358	0.6471494675
1359	0.6471194744
1360	0.6470901489
1361	0.6470592976
1362	0.6470321655
1363	0.6470044136
1364	0.6469735622
1365	0.6469470501
1366	0.6469194889
1367	0.6468911648
1368	0.6468643188
1369	0.6468380928
1370	0.6468087196
1371	0.6467780113
1372	0.6467508316
1373	0.6467246056
1374	0.6466964722
1375	0.6466671944
1376	0.6466380119
1377	0.6466073513
1378	0.6465799332
1379	0.6465518951
1380	0.6465226173
1381	0.6464959145
1382	0.6464646339
1383	0.6464340687
1384	0.6464030743
1385	0.6463746071
1386	0.6463467598
1387	0.646316576
1388	0.6462887764
1389	0.6462580681
1390	0.6462312698
1391	0.6462015629
1392	0.6461699963
1393	0.6461390495
1394	0.6461110115
1395	0.6460790634
1396	0.6460493565
1397	0.6460198402
1398	0.6459910393
1399	0.6459612846
1400	0.6459289551
1401	0.6459025383
1402	0.6458736897
1403	0.6458412647
1404	0.6458122253
1405	0.6457845688
1406	0.6457570076
1407	0.6457315922
1408	0.6457026482
1409	0.6456737041
1410	0.6456420422
1411	0.6456158638
1412	0.6455873966
1413	0.6455552101
1414	0.6455237865
1415	0.64549613
1416	0.6454681873
1417	0.6454359531
1418	0.6454107285
1419	0.6453812599
1420	0.6453534126
1421	0.6453276157
1422	0.6452979565
1423	0.6452679634
1424	0.6452357769
1425	0.6452049255
1426	0.6451769352
1427	0.6451468945
1428	0.6451174736
1429	0.6450863838
1430	0.6450583935
1431	0.6450318336
1432	0.6450005054
1433	0.6449705124
1434	0.644941473
1435	0.6449112892
1436	0.6448852539
1437	0.6448549747
1438	0.6448267937
1439	0.6447992325
1440	0.644767952
1441	0.6447376728
1442	0.6447118759
1443	0.6446804047
1444	0.6446538925
1445	0.6446249008
1446	0.6445982933
1447	0.6445700645
1448	0.6445414543
1449	0.6445102692
1450	0.6444868565
1451	0.6444571495
1452	0.6444283485
1453	0.644399786
1454	0.6443696499
1455	0.6443425179
1456	0.6443171501
1457	0.644288063
1458	0.6442558289
1459	0.6442276001
1460	0.6442022324
1461	0.6441728115
1462	0.6441425323
1463	0.6441189289
1464	0.6440883636
1465	0.6440548897
1466	0.6440263271
1467	0.6439976692
1468	0.6439688683
1469	0.6439374447
1470	0.6439116955
1471	0.6438844204
1472	0.6438585758
1473	0.6438306808
1474	0.6437998295
1475	0.6437720299
1476	0.6437422752
1477	0.6437105656
1478	0.6436832428
1479	0.6436523914
1480	0.6436222076
1481	0.6435934067
1482	0.6435646057
1483	0.6435330391
1484	0.6435044289
1485	0.6434755325
1486	0.6434454441
1487	0.6434184551
1488	0.6433889389
1489	0.6433610439
1490	0.6433320522
1491	0.6433021545
1492	0.6432727814
1493	0.6432476997
1494	0.6432189941
1495	0.643190527
1496	0.6431645393
1497	0.6431354523
1498	0.6431054115
1499	0.6430799007
1500	0.6430519104
1501	0.6430234909
1502	0.6429973602
1503	0.6429678917
1504	0.6429382324
1505	0.6429095268
1506	0.642882061
1507	0.6428555965
1508	0.6428248405
1509	0.6427975655
1510	0.6427688122
1511	0.6427430153
1512	0.6427173615
