iter	Logloss
1513	0.6426861763
1514	0.642656517
1515	0.642631197
1516	0.6426026821
1517	0.6425735474
1518	0.6425441265
1519	0.6425128937
1520	0.6424877167
1521	0.642461586
1522	0.6424322605
1523	0.6424048424
1524	0.642375946
1525	0.642349577
1526	0.6423210144
1527	0.6422926903
1528	0.6422629356
1529	0.6422361374
1530	0.6422082901
1531	0.6421844006
1532	0.6421581745
1533	0.6421276569
1534	0.6421007156
1535	0.6420689106
1536	0.6420470238
1537	0.6420170784
1538	0.6419892311
1539	0.6419626236
1540	0.6419342995
1541	0.6419073582
1542	0.6418787479
1543	0.6418507576
1544	0.6418236256
1545	0.6417943478
1546	0.6417656898
1547	0.6417383194
1548	0.6417117596
1549	0.64168396
1550	0.641658783
1551	0.6416303158
1552	0.641605854
1553	0.6415747643
1554	0.6415455818
1555	0.6415215492
1556	0.6414906502
1557	0.641466713
1558	0.6414396286
1559	0.6414081573
1560	0.6413848877
1561	0.6413559437
1562	0.641326952
1563	0.6412981033
1564	0.6412683487
1565	0.6412388802
1566	0.6412127972
1567	0.6411863804
1568	0.6411581516
1569	0.64112854
1570	0.641100502
1571	0.6410712242
1572	0.641045475
1573	0.6410177708
1574	0.6409939289
1575	0.6409631729
1576	0.6409369469
1577	0.64091115
1578	0.6408839703
1579	0.6408560753
1580	0.6408246994
1581	0.6408016205
1582	0.6407714844
1583	0.6407454491
1584	0.6407149792
1585	0.6406888962
1586	0.6406599045
1587	0.6406306744
1588	0.6406008244
1589	0.6405761719
1590	0.6405463219
1591	0.6405172348
1592	0.6404886246
1593	0.6404655933
1594	0.6404369354
1595	0.6404075146
1596	0.6403798103
1597	0.6403516769
1598	0.6403223991
1599	0.6402997017
1600	0.6402731895
1601	0.6402468204
1602	0.6402198792
1603	0.6401922703
1604	0.6401644707
1605	0.6401348114
1606	0.6401077271
1607	0.6400829792
1608	0.6400540829
1609	0.640024519
1610	0.6399977207
1611	0.6399693489
1612	0.6399394512
1613	0.6399092674
1614	0.6398811817
1615	0.6398565292
1616	0.6398255348
1617	0.639798975
1618	0.6397711277
1619	0.6397437096
1620	0.6397158146
1621	0.6396907806
1622	0.6396643639
1623	0.639637804
1624	0.6396093369
1625	0.6395803452
1626	0.6395542145
1627	0.6395273209
1628	0.6395013332
1629	0.6394774437
1630	0.639451313
1631	0.639424324
1632	0.6393971443
1633	0.6393671513
1634	0.6393398285
1635	0.6393136024
1636	0.6392883301
1637	0.6392631531
1638	0.6392368317
1639	0.6392072201
1640	0.6391793251
1641	0.6391487122
1642	0.6391270161
1643	0.639100647
1644	0.6390698433
1645	0.6390432358
1646	0.6390140533
1647	0.6389876366
1648	0.6389595985
1649	0.6389285088
1650	0.6389026642
1651	0.6388738155
1652	0.6388496399
1653	0.6388189316
1654	0.6387914181
1655	0.638766861
1656	0.6387351036
1657	0.6387103081
1658	0.6386852264
1659	0.6386590004
1660	0.6386310101
1661	0.6386049271
1662	0.6385748863
1663	0.6385471344
1664	0.6385197163
1665	0.6384953499
1666	0.6384685516
1667	0.6384407043
1668	0.6384157181
1669	0.6383871078
1670	0.6383611679
1671	0.6383340359
1672	0.6383116722
1673	0.6382839203
1674	0.6382543564
1675	0.6382264614
1676	0.6381980896
1677	0.6381715775
1678	0.638145256
1679	0.6381147385
1680	0.6380856514
1681	0.6380579472
1682	0.6380345345
1683	0.6380087852
1684	0.6379777908
1685	0.6379522324
1686	0.6379254818
1687	0.6378969193
1688	0.6378671169
1689	0.6378414154
1690	0.6378184795
1691	0.6377875805
1692	0.637760973
1693	0.6377384186
1694	0.6377100945
1695	0.6376840591
1696	0.6376556396
1697	0.6376276016
1698	0.6375994205
1699	0.63757658
1700	0.6375506401
1701	0.6375206947
1702	0.6374952316
1703	0.6374671936
1704	0.6374448776
1705	0.6374146938
1706	0.6373871803
1707	0.6373562813
1708	0.6373301983
1709	0.6373010635
1710	0.6372718811
1711	0.6372421741
1712	0.6372160912
1713	0.6371870995
1714	0.6371628761
1715	0.6371348381
1716	0.6371058464
1717	0.637079525
1718	0.637050724
1719	0.6370252132
1720	0.6369976044
1721	0.636969614
1722	0.636945343
1723	0.6369195938
1724	0.6368908405
1725	0.6368636131
1726	0.6368409157
1727	0.6368111134
1728	0.6367844582
1729	0.6367537498
1730	0.6367273331
1731	0.6367001534
1732	0.6366743088
1733	0.6366456032
1734	0.6366168976
1735	0.6365947723
1736	0.6365688324
1737	0.6365430832
1738	0.6365149975
1739	0.6364896774
1740	0.6364618778
1741	0.6364376068
1742	0.6364100456
1743	0.6363834381
1744	0.6363554001
1745	0.6363296509
1746	0.6363035202
1747	0.6362781525
1748	0.6362489223
1749	0.636225605
1750	0.636199379
1751	0.6361698151
1752	0.6361390114
1753	0.6361143589
1754	0.6360889912
1755	0.6360636234
1756	0.6360366821
1757	0.6360122204
1758	0.635986042
1759	0.6359570026
1760	0.6359288216
1761	0.6359024048
1762	0.6358757496
1763	0.6358451366
1764	0.6358229637
1765	0.635792923
1766	0.6357656479
1767	0.6357395649
1768	0.6357117176
1769	0.6356822968
1770	0.6356585503
1771	0.6356328011
1772	0.635603857
1773	0.6355718613
1774	0.6355513573
1775	0.6355243683
1776	0.6355000973
1777	0.6354736328
1778	0.6354450226
1779	0.6354210377
1780	0.6353934288
1781	0.6353672981
1782	0.6353444099
1783	0.6353190899
1784	0.635293293
1785	0.6352655411
1786	0.6352389812
1787	0.6352108002
1788	0.6351849556
1789	0.6351616383
1790	0.6351304054
1791	0.6351042271
1792	0.6350762367
1793	0.6350493431
1794	0.6350200653
1795	0.6349972248
1796	0.6349680424
1797	0.6349461079
1798	0.634916687
1799	0.6348896027
1800	0.63486166
1801	0.6348351479
1802	0.6348073959
1803	0.63478055
1804	0.6347534657
1805	0.6347258568
1806	0.6347026825
1807	0.6346729279
1808	0.6346464157
1809	0.6346198082
1810	0.6345901012
1811	0.6345643997
1812	0.6345402718
1813	0.6345148087
1814	0.6344878197
1815	0.634458065
1816	0.6344334126
1817	0.6344100475
1818	0.6343811989
1819	0.6343529701
1820	0.6343273163
1821	0.6343008518
1822	0.6342777252
1823	0.6342534065
1824	0.6342271328
1825	0.6342018604
1826	0.6341744423
1827	0.6341496468
1828	0.634125185
1829	0.6341007233
1830	0.6340761185
1831	0.6340480804
1832	0.6340195179
1833	0.6339939117
1834	0.6339663982
1835	0.6339394569
1836	0.6339138031
1837	0.6338850498
1838	0.6338619232
1839	0.6338346481
1840	0.6338055134
1841	0.633779192
1842	0.6337526321
1843	0.6337274551
1844	0.6337026596
1845	0.633678627
1846	0.6336514473
1847	0.6336231232
1848	0.6335975647
1849	0.6335731506
1850	0.63354702
1851	0.6335205078
1852	0.6334936142
1853	0.633468008
1854	0.6334405899
1855	0.633413887
1856	0.6333865166
1857	0.6333610535
1858	0.6333336353
1859	0.6333065033
1860	0.6332784653
1861	0.6332543373
1862	0.6332297325
1863	0.6332056999
1864	0.6331821442
1865	0.6331537247
1866	0.6331282616
1867	0.6331012726
1868	0.6330734253
1869	0.6330461502
1870	0.6330248356
1871	0.6329913616
1872	0.632967186
1873	0.6329445839
1874	0.6329174519
1875	0.6328928471
1876	0.6328652382
1877	0.632835865
1878	0.6328116417
1879	0.6327838898
1880	0.6327574253
1881	0.6327283859
1882	0.6327059746
1883	0.6326789379
1884	0.6326571941
1885	0.632631588
1886	0.6326044083
1887	0.6325716496
1888	0.6325507641
1889	0.632525444
1890	0.6325015545
1891	0.6324771881
1892	0.6324547768
1893	0.6324240685
1894	0.6323984623
1895	0.632370472
1896	0.6323439598
1897	0.6323172569
1898	0.6322942257
1899	0.6322665215
1900	0.6322396278
1901	0.6322114944
1902	0.632185173
1903	0.632158947
1904	0.6321321964
1905	0.6321095943
1906	0.6320823193
1907	0.6320557117
1908	0.6320233822
1909	0.6319997787
1910	0.6319735527
1911	0.6319461823
1912	0.6319213867
1913	0.6318976402
1914	0.6318732262
1915	0.6318496704
1916	0.6318228722
1917	0.6317964554
1918	0.6317734718
1919	0.631746006
1920	0.6317202568
1921	0.6316941261
1922	0.6316698551
1923	0.6316464424
1924	0.6316203594
1925	0.6315952301
1926	0.6315712929
1927	0.6315428734
1928	0.6315194607
1929	0.631492424
1930	0.6314688206
1931	0.6314414978
1932	0.6314162254
1933	0.6313864708
1934	0.6313615799
1935	0.631333065
1936	0.6313124657
1937	0.6312864304
1938	0.6312582493
1939	0.6312317848
1940	0.6312089443
1941	0.6311831951
1942	0.6311570168
1943	0.6311361313
1944	0.6311091423
1945	0.6310812473
1946	0.6310582638
1947	0.6310292244
1948	0.6310043812
1949	0.6309768677
1950	0.630949688
1951	0.6309271812
1952	0.6309049129
1953	0.6308799744
1954	0.6308551311
1955	0.6308279991
1956	0.6308040619
1957	0.6307783127
1958	0.6307514191
1959	0.6307244778
1960	0.6306967258
1961	0.6306693077
1962	0.6306416988
1963	0.6306175709
1964	0.630592823
1965	0.630568409
1966	0.6305421829
1967	0.6305130959
1968	0.6304873943
1969	0.6304583073
1970	0.6304368973
1971	0.6304092407
1972	0.6303875923
1973	0.6303594589
1974	0.6303346634
1975	0.6303105354
1976	0.6302829266
1977	0.6302598476
1978	0.6302348137
1979	0.6302109718
1980	0.6301830292
1981	0.6301599503
1982	0.6301358223
1983	0.6301088333
1984	0.6300808907
1985	0.6300534248
1986	0.6300277233
1987	0.6300032616
1988	0.6299797058
1989	0.6299564362
1990	0.6299266338
1991	0.6299036026
1992	0.6298775673
1993	0.6298553467
1994	0.6298285484
1995	0.6298069
1996	0.629779911
1997	0.629750967
1998	0.6297233582
1999	0.6297008514
